user_id,occurred_at,action,user_type
8,2022-07-29 09:30:00,email_clickthrough,3
8,2022-08-05 09:30:00,sent_weekly_digest,3
8,2022-08-12 09:30:00,sent_weekly_digest,3
8,2022-08-19 09:30:00,sent_weekly_digest,3
8,2022-08-26 09:30:00,sent_weekly_digest,3
11,2022-05-06 09:30:00,sent_weekly_digest,1
11,2022-05-13 09:30:00,sent_weekly_digest,1
11,2022-05-20 09:30:00,sent_weekly_digest,1
11,2022-05-27 09:30:00,sent_weekly_digest,1
11,2022-06-03 09:30:00,sent_weekly_digest,1
11,2022-06-10 09:30:00,sent_weekly_digest,1
11,2022-06-10 09:30:00,email_open,1
11,2022-06-17 09:30:00,sent_weekly_digest,1
11,2022-06-17 09:30:00,email_open,1
11,2022-06-17 09:30:00,email_clickthrough,1
11,2022-06-24 09:30:00,sent_weekly_digest,1
11,2022-07-01 09:30:00,sent_weekly_digest,1
11,2022-07-08 09:30:00,sent_weekly_digest,1
11,2022-07-08 09:30:00,email_open,1
11,2022-07-15 09:30:00,sent_weekly_digest,1
11,2022-07-22 09:30:00,sent_weekly_digest,1
11,2022-07-29 09:30:00,sent_weekly_digest,1
11,2022-07-29 09:30:00,email_open,1
11,2022-07-29 09:31:00,email_clickthrough,1
11,2022-08-05 09:30:00,sent_weekly_digest,1
11,2022-08-12 09:30:00,sent_weekly_digest,1
11,2022-08-19 09:30:00,sent_weekly_digest,1
11,2022-08-26 09:30:00,sent_weekly_digest,1
11,2022-08-26 09:30:00,email_open,1
17,2022-05-07 09:30:00,sent_weekly_digest,1
17,2022-05-14 09:30:00,sent_weekly_digest,1
17,2022-05-21 09:30:00,sent_weekly_digest,1
17,2022-05-21 09:30:00,email_open,1
17,2022-05-28 09:30:00,sent_weekly_digest,1
17,2022-06-04 09:30:00,sent_weekly_digest,1
17,2022-06-11 09:30:00,sent_weekly_digest,1
17,2022-06-18 09:30:00,sent_weekly_digest,1
17,2022-06-25 09:30:00,sent_weekly_digest,1
17,2022-07-02 09:30:00,sent_weekly_digest,1
17,2022-07-09 09:30:00,sent_weekly_digest,1
17,2022-07-16 09:30:00,sent_weekly_digest,1
17,2022-07-23 09:30:00,sent_weekly_digest,1
17,2022-07-30 09:30:00,sent_weekly_digest,1
17,2022-07-30 09:30:00,email_open,1
17,2022-07-30 09:31:00,email_clickthrough,1
17,2022-08-06 09:30:00,sent_weekly_digest,1
17,2022-08-06 09:30:00,email_open,1
17,2022-08-13 09:30:00,sent_weekly_digest,1
17,2022-08-20 09:30:00,sent_weekly_digest,1
17,2022-08-20 09:30:00,email_open,1
17,2022-08-27 09:30:00,sent_weekly_digest,1
19,2022-05-07 09:30:00,sent_weekly_digest,1
19,2022-05-14 09:30:00,sent_weekly_digest,1
19,2022-05-21 09:30:00,sent_weekly_digest,1
19,2022-05-28 09:30:00,sent_weekly_digest,1
19,2022-06-04 09:30:00,sent_weekly_digest,1
19,2022-06-04 09:30:00,email_open,1
19,2022-06-04 09:30:00,email_clickthrough,1
19,2022-06-11 09:30:00,sent_weekly_digest,1
19,2022-06-18 09:30:00,sent_weekly_digest,1
19,2022-06-25 09:30:00,sent_weekly_digest,1
19,2022-07-02 09:30:00,sent_weekly_digest,1
19,2022-07-02 09:30:00,email_open,1
19,2022-07-09 09:30:00,sent_weekly_digest,1
19,2022-07-16 09:30:00,sent_weekly_digest,1
19,2022-07-23 09:30:00,sent_weekly_digest,1
19,2022-07-30 09:30:00,sent_weekly_digest,1
19,2022-08-06 09:30:00,sent_weekly_digest,1
19,2022-08-06 09:30:00,email_open,1
19,2022-08-13 09:30:00,sent_weekly_digest,1
19,2022-08-13 09:30:00,email_open,1
19,2022-08-20 09:30:00,sent_weekly_digest,1
19,2022-08-27 09:30:00,sent_weekly_digest,1
19,2022-08-27 09:30:00,email_open,1
20,2022-05-07 09:30:00,sent_weekly_digest,2
20,2022-05-14 09:30:00,sent_weekly_digest,2
20,2022-05-21 09:30:00,sent_weekly_digest,2
20,2022-05-28 09:30:00,sent_weekly_digest,2
20,2022-06-04 09:30:00,sent_weekly_digest,2
20,2022-06-11 09:30:00,sent_weekly_digest,2
20,2022-06-11 09:30:00,email_open,2
20,2022-06-18 09:30:00,sent_weekly_digest,2
20,2022-06-18 09:30:00,email_open,2
20,2022-06-18 09:30:00,email_clickthrough,2
20,2022-06-25 09:30:00,sent_weekly_digest,2
20,2022-06-25 09:30:00,email_open,2
20,2022-07-02 09:30:00,sent_weekly_digest,2
20,2022-07-09 09:30:00,sent_weekly_digest,2
20,2022-07-09 09:30:00,email_open,2
20,2022-07-09 09:30:00,email_clickthrough,2
20,2022-07-16 09:30:00,sent_weekly_digest,2
20,2022-07-23 09:30:00,sent_weekly_digest,2
20,2022-07-23 09:30:00,email_open,2
20,2022-07-30 09:30:00,sent_weekly_digest,2
20,2022-07-30 09:30:00,email_open,2
20,2022-08-06 09:30:00,sent_weekly_digest,2
20,2022-08-13 09:30:00,sent_weekly_digest,2
20,2022-08-20 09:30:00,sent_weekly_digest,2
20,2022-08-20 09:30:00,email_open,2
20,2022-08-20 09:31:00,email_clickthrough,2
20,2022-08-27 09:30:00,sent_weekly_digest,2
20,2022-08-27 09:30:00,email_open,2
22,2022-05-07 09:30:00,sent_weekly_digest,1
22,2022-05-07 09:30:00,email_open,1
22,2022-05-07 09:30:00,email_clickthrough,1
22,2022-05-14 09:30:00,sent_weekly_digest,1
22,2022-05-21 09:30:00,sent_weekly_digest,1
22,2022-05-21 09:30:00,email_open,1
22,2022-05-21 09:30:00,email_clickthrough,1
22,2022-05-28 09:30:00,sent_weekly_digest,1
22,2022-05-28 09:30:00,email_open,1
22,2022-06-04 09:30:00,sent_weekly_digest,1
22,2022-06-04 09:30:00,email_open,1
22,2022-06-11 09:30:00,sent_weekly_digest,1
22,2022-06-11 09:30:00,email_open,1
22,2022-06-11 09:31:00,email_clickthrough,1
22,2022-06-18 09:30:00,sent_weekly_digest,1
22,2022-06-25 09:30:00,sent_weekly_digest,1
22,2022-07-02 09:30:00,sent_weekly_digest,1
22,2022-07-09 09:30:00,sent_weekly_digest,1
22,2022-07-16 09:30:00,sent_weekly_digest,1
22,2022-07-23 09:30:00,sent_weekly_digest,1
22,2022-07-30 09:30:00,sent_weekly_digest,1
22,2022-08-06 09:30:00,sent_weekly_digest,1
22,2022-08-13 09:30:00,sent_weekly_digest,1
22,2022-08-13 09:30:00,email_open,1
22,2022-08-20 09:30:00,sent_weekly_digest,1
22,2022-08-27 09:30:00,sent_weekly_digest,1
22,2022-08-27 09:30:00,email_open,1
30,2022-05-01 09:30:00,sent_weekly_digest,2
30,2022-05-08 09:30:00,sent_weekly_digest,2
30,2022-05-15 09:30:00,sent_weekly_digest,2
30,2022-05-22 09:30:00,sent_weekly_digest,2
30,2022-05-22 09:30:00,email_open,2
30,2022-05-29 09:30:00,sent_weekly_digest,2
30,2022-05-29 09:30:00,email_open,2
30,2022-06-05 09:30:00,sent_weekly_digest,2
30,2022-06-12 09:30:00,sent_weekly_digest,2
30,2022-06-19 09:30:00,sent_weekly_digest,2
30,2022-06-19 09:30:00,email_open,2
30,2022-06-19 09:30:00,email_clickthrough,2
30,2022-06-26 09:30:00,sent_weekly_digest,2
30,2022-07-03 09:30:00,sent_weekly_digest,2
30,2022-07-10 09:30:00,sent_weekly_digest,2
30,2022-07-17 09:30:00,sent_weekly_digest,2
30,2022-07-17 09:30:00,email_open,2
30,2022-07-24 09:30:00,sent_weekly_digest,2
30,2022-07-31 09:30:00,sent_weekly_digest,2
30,2022-08-07 09:30:00,sent_weekly_digest,2
30,2022-08-14 09:30:00,sent_weekly_digest,2
30,2022-08-14 09:30:00,email_open,2
30,2022-08-21 09:30:00,sent_weekly_digest,2
30,2022-08-21 09:30:00,email_open,2
30,2022-08-28 09:30:00,sent_weekly_digest,2
49,2022-05-05 09:30:00,sent_weekly_digest,2
49,2022-05-05 09:30:00,email_open,2
49,2022-05-12 09:30:00,sent_weekly_digest,2
49,2022-05-19 09:30:00,sent_weekly_digest,2
49,2022-05-26 09:30:00,sent_weekly_digest,2
49,2022-06-02 09:30:00,sent_weekly_digest,2
49,2022-06-02 09:30:00,email_open,2
49,2022-06-02 09:30:00,email_clickthrough,2
49,2022-06-09 09:30:00,sent_weekly_digest,2
49,2022-06-16 09:30:00,sent_weekly_digest,2
49,2022-06-23 09:30:00,sent_weekly_digest,2
49,2022-06-30 09:30:00,sent_weekly_digest,2
49,2022-07-07 09:30:00,sent_weekly_digest,2
49,2022-07-14 09:30:00,sent_weekly_digest,2
49,2022-07-21 09:30:00,sent_weekly_digest,2
49,2022-07-21 09:30:00,email_open,2
49,2022-07-28 09:30:00,sent_weekly_digest,2
49,2022-07-28 09:30:00,email_open,2
49,2022-08-04 09:30:00,sent_weekly_digest,2
49,2022-08-04 09:30:00,email_open,2
49,2022-08-11 09:30:00,sent_weekly_digest,2
49,2022-08-18 09:30:00,sent_weekly_digest,2
49,2022-08-25 09:30:00,sent_weekly_digest,2
59,2022-05-05 09:30:00,sent_weekly_digest,1
59,2022-05-12 09:30:00,sent_weekly_digest,1
59,2022-05-19 09:30:00,sent_weekly_digest,1
59,2022-05-26 09:30:00,sent_weekly_digest,1
59,2022-05-26 09:30:00,email_open,1
59,2022-06-02 09:30:00,sent_weekly_digest,1
59,2022-06-02 09:30:00,email_open,1
59,2022-06-02 09:31:00,email_clickthrough,1
59,2022-06-09 09:30:00,sent_weekly_digest,1
59,2022-06-16 09:30:00,sent_weekly_digest,1
59,2022-06-23 09:30:00,sent_weekly_digest,1
59,2022-06-30 09:30:00,sent_weekly_digest,1
59,2022-07-07 09:30:00,sent_weekly_digest,1
59,2022-07-14 09:30:00,sent_weekly_digest,1
59,2022-07-14 09:30:00,email_open,1
59,2022-07-21 09:30:00,sent_weekly_digest,1
59,2022-07-28 09:30:00,sent_weekly_digest,1
59,2022-08-04 09:30:00,sent_weekly_digest,1
59,2022-08-04 09:30:00,email_open,1
59,2022-08-04 09:31:00,email_clickthrough,1
59,2022-08-11 09:30:00,sent_weekly_digest,1
59,2022-08-11 09:30:00,email_open,1
59,2022-08-11 09:31:00,email_clickthrough,1
59,2022-08-18 09:30:00,sent_weekly_digest,1
59,2022-08-25 09:30:00,sent_weekly_digest,1
64,2022-05-05 09:30:00,sent_weekly_digest,2
64,2022-05-12 09:30:00,sent_weekly_digest,2
64,2022-05-19 09:30:00,sent_weekly_digest,2
64,2022-05-26 09:30:00,sent_weekly_digest,2
64,2022-06-02 09:30:00,sent_weekly_digest,2
64,2022-06-09 09:30:00,sent_weekly_digest,2
64,2022-06-16 09:30:00,sent_weekly_digest,2
64,2022-06-23 09:30:00,sent_weekly_digest,2
64,2022-06-23 09:30:00,email_open,2
64,2022-06-23 09:30:00,email_clickthrough,2
64,2022-06-30 09:30:00,sent_weekly_digest,2
64,2022-06-30 09:30:00,email_open,2
64,2022-07-07 09:30:00,sent_weekly_digest,2
64,2022-07-07 09:30:00,email_open,2
64,2022-07-07 09:30:00,email_clickthrough,2
64,2022-07-14 09:30:00,sent_weekly_digest,2
64,2022-07-14 09:30:00,email_open,2
64,2022-07-21 09:30:00,sent_weekly_digest,2
64,2022-07-28 09:30:00,sent_weekly_digest,2
64,2022-07-28 09:30:00,email_open,2
64,2022-08-04 09:30:00,sent_weekly_digest,2
64,2022-08-11 09:30:00,sent_weekly_digest,2
64,2022-08-18 09:30:00,sent_weekly_digest,2
64,2022-08-25 09:30:00,sent_weekly_digest,2
66,2022-05-05 09:30:00,sent_weekly_digest,1
66,2022-05-12 09:30:00,sent_weekly_digest,1
66,2022-05-19 09:30:00,sent_weekly_digest,1
66,2022-05-26 09:30:00,sent_weekly_digest,1
66,2022-06-02 09:30:00,sent_weekly_digest,1
66,2022-06-09 09:30:00,sent_weekly_digest,1
66,2022-06-09 09:30:00,email_open,1
66,2022-06-16 09:30:00,sent_weekly_digest,1
66,2022-06-16 09:30:00,email_open,1
66,2022-06-23 09:30:00,sent_weekly_digest,1
66,2022-06-30 09:30:00,sent_weekly_digest,1
66,2022-07-07 09:30:00,sent_weekly_digest,1
66,2022-07-07 09:30:00,email_open,1
66,2022-07-14 09:30:00,sent_weekly_digest,1
66,2022-07-21 09:30:00,sent_weekly_digest,1
66,2022-07-28 09:30:00,sent_weekly_digest,1
66,2022-07-28 09:30:00,email_open,1
66,2022-08-04 09:30:00,sent_weekly_digest,1
66,2022-08-11 09:30:00,sent_weekly_digest,1
66,2022-08-18 09:30:00,sent_weekly_digest,1
66,2022-08-25 09:30:00,sent_weekly_digest,1
66,2022-08-25 09:30:00,email_open,1
67,2022-05-05 09:30:00,sent_weekly_digest,1
67,2022-05-12 09:30:00,sent_weekly_digest,1
67,2022-05-19 09:30:00,sent_weekly_digest,1
67,2022-05-26 09:30:00,sent_weekly_digest,1
67,2022-05-26 09:30:00,email_open,1
67,2022-06-02 09:30:00,sent_weekly_digest,1
67,2022-06-09 09:30:00,sent_weekly_digest,1
67,2022-06-16 09:30:00,sent_weekly_digest,1
67,2022-06-23 09:30:00,sent_weekly_digest,1
67,2022-06-30 09:30:00,sent_weekly_digest,1
67,2022-06-30 09:30:00,email_open,1
67,2022-07-07 09:30:00,sent_weekly_digest,1
67,2022-07-07 09:30:00,email_open,1
67,2022-07-14 09:30:00,sent_weekly_digest,1
67,2022-07-21 09:30:00,sent_weekly_digest,1
67,2022-07-28 09:30:00,sent_weekly_digest,1
67,2022-08-04 09:30:00,sent_weekly_digest,1
67,2022-08-11 09:30:00,sent_weekly_digest,1
67,2022-08-11 09:30:00,email_open,1
67,2022-08-18 09:30:00,sent_weekly_digest,1
67,2022-08-25 09:30:00,sent_weekly_digest,1
67,2022-08-25 09:30:00,email_open,1
78,2022-05-06 09:30:00,sent_weekly_digest,2
78,2022-05-13 09:30:00,sent_weekly_digest,2
78,2022-05-20 09:30:00,sent_weekly_digest,2
78,2022-05-20 09:30:00,email_open,2
78,2022-05-27 09:30:00,sent_weekly_digest,2
78,2022-06-03 09:30:00,sent_weekly_digest,2
78,2022-06-10 09:30:00,sent_weekly_digest,2
78,2022-06-17 09:30:00,sent_weekly_digest,2
78,2022-06-17 09:30:00,email_open,2
78,2022-06-17 09:31:00,email_clickthrough,2
78,2022-06-24 09:30:00,sent_weekly_digest,2
78,2022-07-01 09:30:00,sent_weekly_digest,2
78,2022-07-08 09:30:00,sent_weekly_digest,2
78,2022-07-08 09:30:00,email_open,2
78,2022-07-15 09:30:00,sent_weekly_digest,2
78,2022-07-22 09:30:00,sent_weekly_digest,2
78,2022-07-22 09:30:00,email_open,2
78,2022-07-22 09:30:00,email_clickthrough,2
78,2022-07-29 09:30:00,sent_weekly_digest,2
78,2022-07-29 09:30:00,email_open,2
78,2022-07-29 09:31:00,email_clickthrough,2
78,2022-08-05 09:30:00,sent_weekly_digest,2
78,2022-08-12 09:30:00,sent_weekly_digest,2
78,2022-08-12 09:30:00,email_open,2
78,2022-08-19 09:30:00,sent_weekly_digest,2
78,2022-08-19 09:30:00,email_open,2
78,2022-08-19 09:31:00,email_clickthrough,2
78,2022-08-26 09:30:00,sent_weekly_digest,2
80,2022-05-06 09:30:00,sent_weekly_digest,1
80,2022-05-13 09:30:00,sent_weekly_digest,1
80,2022-05-13 09:30:00,email_open,1
80,2022-05-13 09:30:00,email_clickthrough,1
80,2022-05-20 09:30:00,sent_weekly_digest,1
80,2022-05-20 09:30:00,email_open,1
80,2022-05-27 09:30:00,sent_weekly_digest,1
80,2022-05-27 09:30:00,email_open,1
80,2022-06-03 09:30:00,sent_weekly_digest,1
80,2022-06-10 09:30:00,sent_weekly_digest,1
80,2022-06-17 09:30:00,sent_weekly_digest,1
80,2022-06-24 09:30:00,sent_weekly_digest,1
80,2022-07-01 09:30:00,sent_weekly_digest,1
80,2022-07-08 09:30:00,sent_weekly_digest,1
80,2022-07-08 09:30:00,email_open,1
80,2022-07-15 09:30:00,sent_weekly_digest,1
80,2022-07-22 09:30:00,sent_weekly_digest,1
80,2022-07-29 09:30:00,sent_weekly_digest,1
80,2022-07-29 09:30:00,email_open,1
80,2022-08-05 09:30:00,sent_weekly_digest,1
80,2022-08-05 09:30:00,email_open,1
80,2022-08-05 09:31:00,email_clickthrough,1
80,2022-08-12 09:30:00,sent_weekly_digest,1
80,2022-08-19 09:30:00,sent_weekly_digest,1
80,2022-08-19 09:30:00,email_open,1
80,2022-08-26 09:30:00,sent_weekly_digest,1
83,2022-05-07 09:30:00,sent_weekly_digest,1
83,2022-05-14 09:30:00,sent_weekly_digest,1
83,2022-05-21 09:30:00,sent_weekly_digest,1
83,2022-05-28 09:30:00,sent_weekly_digest,1
83,2022-06-04 09:30:00,sent_weekly_digest,1
83,2022-06-04 09:30:00,email_open,1
83,2022-06-04 09:30:00,email_clickthrough,1
83,2022-06-11 09:30:00,sent_weekly_digest,1
83,2022-06-18 09:30:00,sent_weekly_digest,1
83,2022-06-18 09:30:00,email_open,1
83,2022-06-25 09:30:00,sent_weekly_digest,1
83,2022-06-25 09:30:00,email_open,1
83,2022-07-02 09:30:00,sent_weekly_digest,1
83,2022-07-09 09:30:00,sent_weekly_digest,1
83,2022-07-16 09:30:00,sent_weekly_digest,1
83,2022-07-23 09:30:00,sent_weekly_digest,1
83,2022-07-30 09:30:00,sent_weekly_digest,1
83,2022-08-06 09:30:00,sent_weekly_digest,1
83,2022-08-13 09:30:00,sent_weekly_digest,1
83,2022-08-20 09:30:00,sent_weekly_digest,1
83,2022-08-27 09:30:00,sent_weekly_digest,1
83,2022-08-27 09:30:00,email_open,1
86,2022-05-07 09:30:00,sent_weekly_digest,1
86,2022-05-14 09:30:00,sent_weekly_digest,1
86,2022-05-21 09:30:00,sent_weekly_digest,1
86,2022-05-28 09:30:00,sent_weekly_digest,1
86,2022-05-28 09:30:00,email_open,1
86,2022-05-28 09:31:00,email_clickthrough,1
86,2022-06-04 09:30:00,sent_weekly_digest,1
86,2022-06-11 09:30:00,sent_weekly_digest,1
86,2022-06-18 09:30:00,sent_weekly_digest,1
86,2022-06-25 09:30:00,sent_weekly_digest,1
86,2022-06-25 09:30:00,email_open,1
86,2022-07-02 09:30:00,sent_weekly_digest,1
86,2022-07-09 09:30:00,sent_weekly_digest,1
86,2022-07-16 09:30:00,sent_weekly_digest,1
86,2022-07-23 09:30:00,sent_weekly_digest,1
86,2022-07-30 09:30:00,sent_weekly_digest,1
86,2022-08-06 09:30:00,sent_weekly_digest,1
86,2022-08-06 09:30:00,email_open,1
86,2022-08-06 09:30:00,email_clickthrough,1
86,2022-08-13 09:30:00,sent_weekly_digest,1
86,2022-08-20 09:30:00,sent_weekly_digest,1
86,2022-08-27 09:30:00,sent_weekly_digest,1
86,2022-08-27 09:30:00,email_open,1
86,2022-08-27 09:31:00,email_clickthrough,1
98,2022-05-01 09:30:00,sent_weekly_digest,2
98,2022-05-08 09:30:00,sent_weekly_digest,2
98,2022-05-08 09:30:00,email_open,2
98,2022-05-15 09:30:00,sent_weekly_digest,2
98,2022-05-22 09:30:00,sent_weekly_digest,2
98,2022-05-22 09:30:00,email_open,2
98,2022-05-29 09:30:00,sent_weekly_digest,2
98,2022-06-05 09:30:00,sent_weekly_digest,2
98,2022-06-12 09:30:00,sent_weekly_digest,2
98,2022-06-19 09:30:00,sent_weekly_digest,2
98,2022-06-19 09:30:00,email_open,2
98,2022-06-19 09:30:00,email_clickthrough,2
98,2022-06-26 09:30:00,sent_weekly_digest,2
98,2022-06-26 09:30:00,email_open,2
98,2022-07-03 09:30:00,sent_weekly_digest,2
98,2022-07-10 09:30:00,sent_weekly_digest,2
98,2022-07-10 09:30:00,email_open,2
98,2022-07-17 09:30:00,sent_weekly_digest,2
98,2022-07-24 09:30:00,sent_weekly_digest,2
98,2022-07-31 09:30:00,sent_weekly_digest,2
98,2022-08-07 09:30:00,sent_weekly_digest,2
98,2022-08-07 09:30:00,email_open,2
98,2022-08-14 09:30:00,sent_weekly_digest,2
98,2022-08-21 09:30:00,sent_weekly_digest,2
98,2022-08-21 09:30:00,email_open,2
98,2022-08-21 09:30:00,email_clickthrough,2
98,2022-08-28 09:30:00,sent_weekly_digest,2
101,2022-05-01 09:30:00,sent_weekly_digest,1
101,2022-05-08 09:30:00,sent_weekly_digest,1
101,2022-05-08 09:30:00,email_open,1
101,2022-05-08 09:30:00,email_clickthrough,1
101,2022-05-15 09:30:00,sent_weekly_digest,1
101,2022-05-22 09:30:00,sent_weekly_digest,1
101,2022-05-29 09:30:00,sent_weekly_digest,1
101,2022-06-05 09:30:00,sent_weekly_digest,1
101,2022-06-12 09:30:00,sent_weekly_digest,1
101,2022-06-19 09:30:00,sent_weekly_digest,1
101,2022-06-19 09:30:00,email_open,1
101,2022-06-19 09:30:00,email_clickthrough,1
101,2022-06-26 09:30:00,sent_weekly_digest,1
101,2022-07-03 09:30:00,sent_weekly_digest,1
101,2022-07-03 09:30:00,email_open,1
101,2022-07-10 09:30:00,sent_weekly_digest,1
101,2022-07-17 09:30:00,sent_weekly_digest,1
101,2022-07-17 09:30:00,email_open,1
101,2022-07-24 09:30:00,sent_weekly_digest,1
101,2022-07-24 09:30:00,email_open,1
101,2022-07-31 09:30:00,sent_weekly_digest,1
101,2022-07-31 09:30:00,email_open,1
101,2022-07-31 09:31:00,email_clickthrough,1
101,2022-08-07 09:30:00,sent_weekly_digest,1
101,2022-08-07 09:30:00,email_open,1
101,2022-08-07 09:30:00,email_clickthrough,1
101,2022-08-14 09:30:00,sent_weekly_digest,1
101,2022-08-14 09:30:00,email_open,1
101,2022-08-14 09:31:00,email_clickthrough,1
101,2022-08-21 09:30:00,sent_weekly_digest,1
101,2022-08-21 09:30:00,email_open,1
101,2022-08-21 09:31:00,email_clickthrough,1
101,2022-08-28 09:30:00,sent_weekly_digest,1
108,2022-05-02 09:30:00,sent_weekly_digest,1
108,2022-05-02 09:30:00,email_open,1
108,2022-05-09 09:30:00,sent_weekly_digest,1
108,2022-05-09 09:30:00,email_open,1
108,2022-05-16 09:30:00,sent_weekly_digest,1
108,2022-05-23 09:30:00,sent_weekly_digest,1
108,2022-05-23 09:30:00,email_open,1
108,2022-05-30 09:30:00,sent_weekly_digest,1
108,2022-06-06 09:30:00,sent_weekly_digest,1
108,2022-06-06 09:30:00,email_open,1
108,2022-06-13 09:30:00,sent_weekly_digest,1
108,2022-06-20 09:30:00,sent_weekly_digest,1
108,2022-06-20 09:30:00,email_open,1
108,2022-06-27 09:30:00,sent_weekly_digest,1
108,2022-07-04 09:30:00,sent_weekly_digest,1
108,2022-07-11 09:30:00,sent_weekly_digest,1
108,2022-07-11 09:30:00,email_open,1
108,2022-07-18 09:30:00,sent_weekly_digest,1
108,2022-07-25 09:30:00,sent_weekly_digest,1
108,2022-08-01 09:30:00,sent_weekly_digest,1
108,2022-08-01 09:30:00,email_open,1
108,2022-08-08 09:30:00,sent_weekly_digest,1
108,2022-08-15 09:30:00,sent_weekly_digest,1
108,2022-08-15 09:30:00,email_open,1
108,2022-08-22 09:30:00,sent_weekly_digest,1
108,2022-08-29 09:30:00,sent_weekly_digest,1
117,2022-05-05 09:30:00,sent_weekly_digest,1
117,2022-05-05 09:30:00,email_open,1
117,2022-05-12 09:30:00,sent_weekly_digest,1
117,2022-05-19 09:30:00,sent_weekly_digest,1
117,2022-05-26 09:30:00,sent_weekly_digest,1
117,2022-06-02 09:30:00,sent_weekly_digest,1
117,2022-06-09 09:30:00,sent_weekly_digest,1
117,2022-06-16 09:30:00,sent_weekly_digest,1
117,2022-06-23 09:30:00,sent_weekly_digest,1
117,2022-06-30 09:30:00,sent_weekly_digest,1
117,2022-07-07 09:30:00,sent_weekly_digest,1
117,2022-07-14 09:30:00,sent_weekly_digest,1
117,2022-07-14 09:30:00,email_open,1
117,2022-07-21 09:30:00,sent_weekly_digest,1
117,2022-07-28 09:30:00,sent_weekly_digest,1
117,2022-07-28 09:30:00,email_open,1
117,2022-08-04 09:30:00,sent_weekly_digest,1
117,2022-08-11 09:30:00,sent_weekly_digest,1
117,2022-08-18 09:30:00,sent_weekly_digest,1
117,2022-08-25 09:30:00,sent_weekly_digest,1
117,2022-08-25 09:30:00,email_open,1
120,2022-05-05 09:30:00,sent_weekly_digest,2
120,2022-05-12 09:30:00,sent_weekly_digest,2
120,2022-05-19 09:30:00,sent_weekly_digest,2
120,2022-05-26 09:30:00,sent_weekly_digest,2
120,2022-05-26 09:30:00,email_open,2
120,2022-06-02 09:30:00,sent_weekly_digest,2
